OID,ident,lat,lon,id,alt,heading,time,sidc_2525d
-1,103,38.372,-110.704,Target01,1,0,7/11/2016 1:43:00,10062000001205000000
-1,103,39.607433,-116.002667,Target04,1,0,7/11/2016 1:43:00,10062000001213000000
-1,103,39.19226667,-119.7344,Target05,1,0,7/11/2016 1:43:00,10062000001213000000
-1,103,33.8231,-116.5065,Target06,1,0,7/11/2016 1:43:00,10062000001213000000
-1,103,40.0386,-115.2887167,Target08,1,0,7/11/2016 1:43:00,10061000001301000000
-1,103,35.475983,-114.5552,Target09,1,0,7/11/2016 1:43:00,10061000001301000000
-1,103,34.95418333,-114.9049833,Target10,1,0,7/11/2016 1:43:00,10061000001301000000
-1,103,40.3722,-115.703583,Target07,1,0,7/11/2016 1:43:00,10061000001301000000
-1,103,36.016167,-114.737133,Target03,1,0,7/11/2016 1:43:00,10062000001214000000
-1,103,37.8911,-110.370383,Target02,1,0,7/11/2016 1:43:00,10061500001301000000
-1,103,36.587216,-121.844978,Mission10,0.5,0,7/11/2016 1:43:00,10030100001101000000
-1,103,36.587216,-121.844978,Mission06,0.5,0,7/11/2016 1:43:00,10030100001101000000
-1,103,36.587216,-121.844978,Mission07,0.5,0,7/11/2016 1:43:00,10030100001101000000
-1,103,36.587216,-121.844978,Mission05,0.5,0,7/11/2016 1:43:00,10030100001101000000
-1,103,36.587216,-121.844978,Mission01,0.5,0,7/11/2016 1:43:00,10030100001101000000
-1,103,36.587216,-121.844978,Mission09,0.5,0,7/11/2016 1:43:00,10030100001101000000
-1,103,36.587216,-121.844978,Mission08,0.5,0,7/11/2016 1:43:00,10030100001101000000
-1,103,36.587216,-121.844978,Mission02,0.5,0,7/11/2016 1:43:00,10030100001101000000
-1,103,36.66657636,-121.7841343,Mission04,2000,37,7/11/2016 1:43:00,10030100001101000000
-1,103,36.587216,-121.844978,Mission03,0.5,0,7/11/2016 1:43:00,10030100001101000000
-1,104,38.372,-110.704,Target01,1,0,7/11/2016 1:44:00,10062000001205000000
-1,104,39.607433,-116.002667,Target04,1,0,7/11/2016 1:44:00,10062000001213000000
-1,104,33.8231,-116.5065,Target06,1,0,7/11/2016 1:44:00,10062000001213000000
-1,104,39.19226667,-119.7344,Target05,1,0,7/11/2016 1:44:00,10062000001213000000
-1,104,40.3722,-115.703583,Target07,1,0,7/11/2016 1:44:00,10061000001301000000
-1,104,35.475983,-114.5552,Target09,1,0,7/11/2016 1:44:00,10061000001301000000
-1,104,40.0386,-115.2887167,Target08,1,0,7/11/2016 1:44:00,10061000001301000000
-1,104,34.95418333,-114.9049833,Target10,1,0,7/11/2016 1:44:00,10061000001301000000
-1,104,36.016167,-114.737133,Target03,1,0,7/11/2016 1:44:00,10062000001214000000
-1,104,37.8911,-110.370383,Target02,1,0,7/11/2016 1:44:00,10061500001301000000
-1,104,36.587216,-121.844978,Mission07,0.5,0,7/11/2016 1:44:00,10030100001101000000
-1,104,36.73959516,-121.7160877,Mission04,3000,45,7/11/2016 1:44:00,10030100001101000000
-1,104,36.587216,-121.844978,Mission06,0.5,0,7/11/2016 1:44:00,10030100001101000000
-1,104,36.587216,-121.844978,Mission05,0.5,0,7/11/2016 1:44:00,10030100001101000000
-1,104,36.587216,-121.844978,Mission02,0.5,0,7/11/2016 1:44:00,10030100001101000000
-1,104,36.587216,-121.844978,Mission08,0.5,0,7/11/2016 1:44:00,10030100001101000000
-1,104,36.587216,-121.844978,Mission10,0.5,0,7/11/2016 1:44:00,10030100001101000000
-1,104,36.587216,-121.844978,Mission09,0.5,0,7/11/2016 1:44:00,10030100001101000000
-1,104,36.587216,-121.844978,Mission01,0.5,0,7/11/2016 1:44:00,10030100001101000000
-1,104,36.587216,-121.844978,Mission03,0.5,0,7/11/2016 1:44:00,10030100001101000000
-1,105,38.372,-110.704,Target01,1,0,7/11/2016 1:45:00,10062000001205000000
-1,105,39.607433,-116.002667,Target04,1,0,7/11/2016 1:45:00,10062000001213000000
-1,105,39.19226667,-119.7344,Target05,1,0,7/11/2016 1:45:00,10062000001213000000
-1,105,33.8231,-116.5065,Target06,1,0,7/11/2016 1:45:00,10062000001213000000
-1,105,35.475983,-114.5552,Target09,1,0,7/11/2016 1:45:00,10061000001301000000
-1,105,40.3722,-115.703583,Target07,1,0,7/11/2016 1:45:00,10061000001301000000
-1,105,34.95418333,-114.9049833,Target10,1,0,7/11/2016 1:45:00,10061000001301000000
-1,105,40.0386,-115.2887167,Target08,1,0,7/11/2016 1:45:00,10061000001301000000
-1,105,36.016167,-114.737133,Target03,1,0,7/11/2016 1:45:00,10062000001214000000
-1,105,37.8911,-110.370383,Target02,1,0,7/11/2016 1:45:00,10061500001301000000
-1,105,36.81000293,-121.6450754,Mission04,4000,45,7/11/2016 1:45:00,10030100001101000000
-1,105,36.587216,-121.844978,Mission10,0.5,0,7/11/2016 1:45:00,10030100001101000000
-1,105,36.587216,-121.844978,Mission02,0.5,0,7/11/2016 1:45:00,10030100001101000000
-1,105,36.587216,-121.844978,Mission03,0.5,0,7/11/2016 1:45:00,10030100001101000000
-1,105,36.587216,-121.844978,Mission07,0.5,0,7/11/2016 1:45:00,10030100001101000000
-1,105,36.587216,-121.844978,Mission08,0.5,0,7/11/2016 1:45:00,10030100001101000000
-1,105,36.587216,-121.844978,Mission01,0.5,0,7/11/2016 1:45:00,10030100001101000000
-1,105,36.587216,-121.844978,Mission05,0.5,0,7/11/2016 1:45:00,10030100001101000000
-1,105,36.587216,-121.844978,Mission06,0.5,0,7/11/2016 1:45:00,10030100001101000000
-1,105,36.587216,-121.844978,Mission09,0.5,0,7/11/2016 1:45:00,10030100001101000000
-1,106,38.372,-110.704,Target01,1,0,7/11/2016 1:46:00,10062000001205000000
-1,106,39.607433,-116.002667,Target04,1,0,7/11/2016 1:46:00,10062000001213000000
-1,106,39.19226667,-119.7344,Target05,1,0,7/11/2016 1:46:00,10062000001213000000
-1,106,33.8231,-116.5065,Target06,1,0,7/11/2016 1:46:00,10062000001213000000
-1,106,35.475983,-114.5552,Target09,1,0,7/11/2016 1:46:00,10061000001301000000
-1,106,40.0386,-115.2887167,Target08,1,0,7/11/2016 1:46:00,10061000001301000000
-1,106,34.95418333,-114.9049833,Target10,1,0,7/11/2016 1:46:00,10061000001301000000
-1,106,40.3722,-115.703583,Target07,1,0,7/11/2016 1:46:00,10061000001301000000
-1,106,36.016167,-114.737133,Target03,1,0,7/11/2016 1:46:00,10062000001214000000
-1,106,37.8911,-110.370383,Target02,1,0,7/11/2016 1:46:00,10061500001301000000
-1,106,36.587216,-121.844978,Mission10,0.5,0,7/11/2016 1:46:00,10030100001101000000
-1,106,36.587216,-121.844978,Mission07,0.5,0,7/11/2016 1:46:00,10030100001101000000
-1,106,36.587216,-121.844978,Mission03,0.5,0,7/11/2016 1:46:00,10030100001101000000
-1,106,36.587216,-121.844978,Mission08,0.5,0,7/11/2016 1:46:00,10030100001101000000
-1,106,36.587216,-121.844978,Mission09,0.5,0,7/11/2016 1:46:00,10030100001101000000
-1,106,36.587216,-121.844978,Mission05,0.5,0,7/11/2016 1:46:00,10030100001101000000
-1,106,36.587216,-121.844978,Mission01,0.5,0,7/11/2016 1:46:00,10030100001101000000
-1,106,36.587216,-121.844978,Mission06,0.5,0,7/11/2016 1:46:00,10030100001101000000
-1,106,36.8804107,-121.5740632,Mission04,5000,45,7/11/2016 1:46:00,10030100001101000000
-1,106,36.587216,-121.844978,Mission02,0.5,0,7/11/2016 1:46:00,10030100001101000000
-1,107,38.372,-110.704,Target01,1,0,7/11/2016 1:47:00,10062000001205000000
-1,107,39.607433,-116.002667,Target04,1,0,7/11/2016 1:47:00,10062000001213000000
-1,107,33.8231,-116.5065,Target06,1,0,7/11/2016 1:47:00,10062000001213000000
-1,107,39.19226667,-119.7344,Target05,1,0,7/11/2016 1:47:00,10062000001213000000
-1,107,40.3722,-115.703583,Target07,1,0,7/11/2016 1:47:00,10061000001301000000
-1,107,35.475983,-114.5552,Target09,1,0,7/11/2016 1:47:00,10061000001301000000
-1,107,40.0386,-115.2887167,Target08,1,0,7/11/2016 1:47:00,10061000001301000000
-1,107,34.95418333,-114.9049833,Target10,1,0,7/11/2016 1:47:00,10061000001301000000
-1,107,36.016167,-114.737133,Target03,1,0,7/11/2016 1:47:00,10062000001214000000
-1,107,37.8911,-110.370383,Target02,1,0,7/11/2016 1:47:00,10061500001301000000
-1,107,36.587216,-121.844978,Mission07,0.5,0,7/11/2016 1:47:00,10030100001101000000
-1,107,36.587216,-121.844978,Mission02,0.5,0,7/11/2016 1:47:00,10030100001101000000
-1,107,36.587216,-121.844978,Mission01,0.5,0,7/11/2016 1:47:00,10030100001101000000
-1,107,36.587216,-121.844978,Mission08,0.5,0,7/11/2016 1:47:00,10030100001101000000
-1,107,36.587216,-121.844978,Mission06,0.5,0,7/11/2016 1:47:00,10030100001101000000
-1,107,36.587216,-121.844978,Mission05,0.5,0,7/11/2016 1:47:00,10030100001101000000
-1,107,36.587216,-121.844978,Mission03,0.5,0,7/11/2016 1:47:00,10030100001101000000
-1,107,36.95081847,-121.5030509,Mission04,6000,45,7/11/2016 1:47:00,10030100001101000000
-1,107,36.587216,-121.844978,Mission09,0.5,0,7/11/2016 1:47:00,10030100001101000000
-1,107,36.587216,-121.844978,Mission10,0.5,0,7/11/2016 1:47:00,10030100001101000000
-1,108,38.372,-110.704,Target01,1,0,7/11/2016 1:48:00,10062000001205000000
-1,108,39.607433,-116.002667,Target04,1,0,7/11/2016 1:48:00,10062000001213000000
-1,108,33.8231,-116.5065,Target06,1,0,7/11/2016 1:48:00,10062000001213000000
-1,108,39.19226667,-119.7344,Target05,1,0,7/11/2016 1:48:00,10062000001213000000
-1,108,37.8911,-110.370383,Target02,1,0,7/11/2016 1:48:00,10061500001301000000
-1,108,40.3722,-115.703583,Target07,1,0,7/11/2016 1:48:00,10061000001301000000
-1,108,35.475983,-114.5552,Target09,1,0,7/11/2016 1:48:00,10061000001301000000
-1,108,40.0386,-115.2887167,Target08,1,0,7/11/2016 1:48:00,10061000001301000000
-1,108,34.95418333,-114.9049833,Target10,1,0,7/11/2016 1:48:00,10061000001301000000
-1,108,36.016167,-114.737133,Target03,1,0,7/11/2016 1:48:00,10062000001214000000
-1,108,36.587216,-121.844978,Mission01,0.5,0,7/11/2016 1:48:00,10030100001101000000
-1,108,36.587216,-121.844978,Mission06,0.5,0,7/11/2016 1:48:00,10030100001101000000
-1,108,36.587216,-121.844978,Mission09,0.5,0,7/11/2016 1:48:00,10030100001101000000
-1,108,36.587216,-121.844978,Mission08,0.5,0,7/11/2016 1:48:00,10030100001101000000
-1,108,36.587216,-121.844978,Mission03,0.5,0,7/11/2016 1:48:00,10030100001101000000
-1,108,36.587216,-121.844978,Mission10,0.5,0,7/11/2016 1:48:00,10030100001101000000
-1,108,37.02122625,-121.4320386,Mission04,7000,45,7/11/2016 1:48:00,10030100001101000000
-1,108,36.587216,-121.844978,Mission07,0.5,0,7/11/2016 1:48:00,10030100001101000000
-1,108,36.587216,-121.844978,Mission05,0.5,0,7/11/2016 1:48:00,10030100001101000000
-1,108,36.587216,-121.844978,Mission02,0.5,0,7/11/2016 1:48:00,10030100001101000000
-1,109,38.372,-110.704,Target01,1,0,7/11/2016 1:49:00,10062000001205000000
-1,109,39.607433,-116.002667,Target04,1,0,7/11/2016 1:49:00,10062000001213000000
-1,109,39.19226667,-119.7344,Target05,1,0,7/11/2016 1:49:00,10062000001213000000
-1,109,33.8231,-116.5065,Target06,1,0,7/11/2016 1:49:00,10062000001213000000
-1,109,40.0386,-115.2887167,Target08,1,0,7/11/2016 1:49:00,10061000001301000000
-1,109,40.3722,-115.703583,Target07,1,0,7/11/2016 1:49:00,10061000001301000000
-1,109,35.475983,-114.5552,Target09,1,0,7/11/2016 1:49:00,10061000001301000000
-1,109,34.95418333,-114.9049833,Target10,1,0,7/11/2016 1:49:00,10061000001301000000
-1,109,36.016167,-114.737133,Target03,1,0,7/11/2016 1:49:00,10062000001214000000
-1,109,37.8911,-110.370383,Target02,1,0,7/11/2016 1:49:00,10061500001301000000
-1,109,36.587216,-121.844978,Mission05,0.5,0,7/11/2016 1:49:00,10030100001101000000
-1,109,36.587216,-121.844978,Mission10,0.5,0,7/11/2016 1:49:00,10030100001101000000
-1,109,36.587216,-121.844978,Mission07,0.5,0,7/11/2016 1:49:00,10030100001101000000
-1,109,36.587216,-121.844978,Mission02,0.5,0,7/11/2016 1:49:00,10030100001101000000
-1,109,36.587216,-121.844978,Mission09,0.5,0,7/11/2016 1:49:00,10030100001101000000
-1,109,36.587216,-121.844978,Mission01,0.5,0,7/11/2016 1:49:00,10030100001101000000
-1,109,37.09163402,-121.3610263,Mission04,8000,45,7/11/2016 1:49:00,10030100001101000000
-1,109,36.587216,-121.844978,Mission03,0.5,0,7/11/2016 1:49:00,10030100001101000000
-1,109,36.587216,-121.844978,Mission08,0.5,0,7/11/2016 1:49:00,10030100001101000000
-1,109,36.587216,-121.844978,Mission06,0.5,0,7/11/2016 1:49:00,10030100001101000000
-1,110,38.372,-110.704,Target01,1,0,7/11/2016 1:50:00,10062000001205000000
-1,110,39.607433,-116.002667,Target04,1,0,7/11/2016 1:50:00,10062000001213000000
-1,110,33.8231,-116.5065,Target06,1,0,7/11/2016 1:50:00,10062000001213000000
-1,110,39.19226667,-119.7344,Target05,1,0,7/11/2016 1:50:00,10062000001213000000
-1,110,35.475983,-114.5552,Target09,1,0,7/11/2016 1:50:00,10061000001301000000
-1,110,40.0386,-115.2887167,Target08,1,0,7/11/2016 1:50:00,10061000001301000000
-1,110,34.95418333,-114.9049833,Target10,1,0,7/11/2016 1:50:00,10061000001301000000
-1,110,40.3722,-115.703583,Target07,1,0,7/11/2016 1:50:00,10061000001301000000
-1,110,36.016167,-114.737133,Target03,1,0,7/11/2016 1:50:00,10062000001214000000
-1,110,37.8911,-110.370383,Target02,1,0,7/11/2016 1:50:00,10061500001301000000
-1,110,36.587216,-121.844978,Mission03,0.5,0,7/11/2016 1:50:00,10030100001101000000
-1,110,37.16204179,-121.290014,Mission04,9000,45,7/11/2016 1:50:00,10030100001101000000
-1,110,36.587216,-121.844978,Mission09,0.5,0,7/11/2016 1:50:00,10030100001101000000
-1,110,36.587216,-121.844978,Mission02,0.5,0,7/11/2016 1:50:00,10030100001101000000
-1,110,36.587216,-121.844978,Mission08,0.5,0,7/11/2016 1:50:00,10030100001101000000
-1,110,36.587216,-121.844978,Mission07,0.5,0,7/11/2016 1:50:00,10030100001101000000
-1,110,36.587216,-121.844978,Mission10,0.5,0,7/11/2016 1:50:00,10030100001101000000
-1,110,36.587216,-121.844978,Mission01,0.5,0,7/11/2016 1:50:00,10030100001101000000
-1,110,36.587216,-121.844978,Mission06,0.5,0,7/11/2016 1:50:00,10030100001101000000
-1,110,36.587216,-121.844978,Mission05,0.5,0,7/11/2016 1:50:00,10030100001101000000
-1,111,38.372,-110.704,Target01,1,0,7/11/2016 1:51:00,10062000001205000000
-1,111,39.607433,-116.002667,Target04,1,0,7/11/2016 1:51:00,10062000001213000000
-1,111,39.19226667,-119.7344,Target05,1,0,7/11/2016 1:51:00,10062000001213000000
-1,111,33.8231,-116.5065,Target06,1,0,7/11/2016 1:51:00,10062000001213000000
-1,111,40.0386,-115.2887167,Target08,1,0,7/11/2016 1:51:00,10061000001301000000
-1,111,40.3722,-115.703583,Target07,1,0,7/11/2016 1:51:00,10061000001301000000
-1,111,35.475983,-114.5552,Target09,1,0,7/11/2016 1:51:00,10061000001301000000
-1,111,34.95418333,-114.9049833,Target10,1,0,7/11/2016 1:51:00,10061000001301000000
-1,111,36.016167,-114.737133,Target03,1,0,7/11/2016 1:51:00,10062000001214000000
-1,111,37.8911,-110.370383,Target02,1,0,7/11/2016 1:51:00,10061500001301000000
-1,111,36.587216,-121.844978,Mission01,0.5,0,7/11/2016 1:51:00,10030100001101000000
-1,111,36.587216,-121.844978,Mission09,0.5,0,7/11/2016 1:51:00,10030100001101000000
-1,111,36.587216,-121.844978,Mission05,0.5,0,7/11/2016 1:51:00,10030100001101000000
-1,111,37.23244956,-121.2190017,Mission04,10000,45,7/11/2016 1:51:00,10030100001101000000
-1,111,36.587216,-121.844978,Mission08,0.5,0,7/11/2016 1:51:00,10030100001101000000
-1,111,36.587216,-121.844978,Mission07,0.5,0,7/11/2016 1:51:00,10030100001101000000
-1,111,36.587216,-121.844978,Mission10,0.5,0,7/11/2016 1:51:00,10030100001101000000
-1,111,36.587216,-121.844978,Mission02,0.5,0,7/11/2016 1:51:00,10030100001101000000
-1,111,36.587216,-121.844978,Mission03,0.5,0,7/11/2016 1:51:00,10030100001101000000
-1,111,36.587216,-121.844978,Mission06,0.5,0,7/11/2016 1:51:00,10030100001101000000
-1,112,38.372,-110.704,Target01,1,0,7/11/2016 1:52:00,10062000001205000000
-1,112,39.607433,-116.002667,Target04,1,0,7/11/2016 1:52:00,10062000001213000000
-1,112,39.19226667,-119.7344,Target05,1,0,7/11/2016 1:52:00,10062000001213000000
-1,112,33.8231,-116.5065,Target06,1,0,7/11/2016 1:52:00,10062000001213000000
-1,112,40.0386,-115.2887167,Target08,1,0,7/11/2016 1:52:00,10061000001301000000
-1,112,40.3722,-115.703583,Target07,1,0,7/11/2016 1:52:00,10061000001301000000
-1,112,34.95418333,-114.9049833,Target10,1,0,7/11/2016 1:52:00,10061000001301000000
-1,112,35.475983,-114.5552,Target09,1,0,7/11/2016 1:52:00,10061000001301000000
-1,112,36.016167,-114.737133,Target03,1,0,7/11/2016 1:52:00,10062000001214000000
-1,112,37.8911,-110.370383,Target02,1,0,7/11/2016 1:52:00,10061500001301000000
-1,112,36.587216,-121.844978,Mission09,0.5,0,7/11/2016 1:52:00,10030100001101000000
-1,112,36.587216,-121.844978,Mission08,0.5,0,7/11/2016 1:52:00,10030100001101000000
-1,112,36.587216,-121.844978,Mission07,0.5,0,7/11/2016 1:52:00,10030100001101000000
-1,112,36.587216,-121.844978,Mission01,0.5,0,7/11/2016 1:52:00,10030100001101000000
-1,112,36.587216,-121.844978,Mission05,0.5,0,7/11/2016 1:52:00,10030100001101000000
-1,112,36.587216,-121.844978,Mission06,0.5,0,7/11/2016 1:52:00,10030100001101000000
-1,112,36.587216,-121.844978,Mission02,0.5,0,7/11/2016 1:52:00,10030100001101000000
-1,112,36.587216,-121.844978,Mission03,0.5,0,7/11/2016 1:52:00,10030100001101000000
-1,112,36.587216,-121.844978,Mission10,0.5,0,7/11/2016 1:52:00,10030100001101000000
-1,112,37.30285733,-121.1479894,Mission04,10000,45,7/11/2016 1:52:00,10030100001101000000
-1,113,38.372,-110.704,Target01,1,0,7/11/2016 1:53:00,10062000001205000000
-1,113,39.607433,-116.002667,Target04,1,0,7/11/2016 1:53:00,10062000001213000000
-1,113,39.19226667,-119.7344,Target05,1,0,7/11/2016 1:53:00,10062000001213000000
-1,113,33.8231,-116.5065,Target06,1,0,7/11/2016 1:53:00,10062000001213000000
-1,113,40.3722,-115.703583,Target07,1,0,7/11/2016 1:53:00,10061000001301000000
-1,113,40.0386,-115.2887167,Target08,1,0,7/11/2016 1:53:00,10061000001301000000
-1,113,35.475983,-114.5552,Target09,1,0,7/11/2016 1:53:00,10061000001301000000
-1,113,34.95418333,-114.9049833,Target10,1,0,7/11/2016 1:53:00,10061000001301000000
-1,113,36.016167,-114.737133,Target03,1,0,7/11/2016 1:53:00,10062000001214000000
-1,113,37.8911,-110.370383,Target02,1,0,7/11/2016 1:53:00,10061500001301000000
-1,113,36.587216,-121.844978,Mission01,0.5,0,7/11/2016 1:53:00,10030100001101000000
-1,113,36.587216,-121.844978,Mission03,0.5,0,7/11/2016 1:53:00,10030100001101000000
-1,113,36.587216,-121.844978,Mission07,0.5,0,7/11/2016 1:53:00,10030100001101000000
-1,113,36.587216,-121.844978,Mission06,0.5,0,7/11/2016 1:53:00,10030100001101000000
-1,113,36.587216,-121.844978,Mission05,0.5,0,7/11/2016 1:53:00,10030100001101000000
-1,113,36.587216,-121.844978,Mission10,0.5,0,7/11/2016 1:53:00,10030100001101000000
-1,113,36.587216,-121.844978,Mission08,0.5,0,7/11/2016 1:53:00,10030100001101000000
-1,113,36.587216,-121.844978,Mission02,0.5,0,7/11/2016 1:53:00,10030100001101000000
-1,113,36.587216,-121.844978,Mission09,0.5,0,7/11/2016 1:53:00,10030100001101000000
-1,113,37.3732651,-121.0769771,Mission04,10000,45,7/11/2016 1:53:00,10030100001101000000
-1,114,38.372,-110.704,Target01,1,0,7/11/2016 1:54:00,10062000001205000000
-1,114,39.607433,-116.002667,Target04,1,0,7/11/2016 1:54:00,10062000001213000000
-1,114,39.19226667,-119.7344,Target05,1,0,7/11/2016 1:54:00,10062000001213000000
-1,114,33.8231,-116.5065,Target06,1,0,7/11/2016 1:54:00,10062000001213000000
-1,114,40.0386,-115.2887167,Target08,1,0,7/11/2016 1:54:00,10061000001301000000
-1,114,35.475983,-114.5552,Target09,1,0,7/11/2016 1:54:00,10061000001301000000
-1,114,40.3722,-115.703583,Target07,1,0,7/11/2016 1:54:00,10061000001301000000
-1,114,34.95418333,-114.9049833,Target10,1,0,7/11/2016 1:54:00,10061000001301000000
-1,114,36.016167,-114.737133,Target03,1,0,7/11/2016 1:54:00,10062000001214000000
-1,114,37.8911,-110.370383,Target02,1,0,7/11/2016 1:54:00,10061500001301000000
-1,114,36.587216,-121.844978,Mission06,0.5,0,7/11/2016 1:54:00,10030100001101000000
-1,114,36.587216,-121.844978,Mission01,0.5,0,7/11/2016 1:54:00,10030100001101000000
-1,114,36.587216,-121.844978,Mission07,0.5,0,7/11/2016 1:54:00,10030100001101000000
-1,114,36.587216,-121.844978,Mission03,0.5,0,7/11/2016 1:54:00,10030100001101000000
-1,114,36.587216,-121.844978,Mission05,0.5,0,7/11/2016 1:54:00,10030100001101000000
-1,114,36.587216,-121.844978,Mission09,0.5,0,7/11/2016 1:54:00,10030100001101000000
-1,114,36.587216,-121.844978,Mission10,0.5,0,7/11/2016 1:54:00,10030100001101000000
-1,114,36.587216,-121.844978,Mission02,0.5,0,7/11/2016 1:54:00,10030100001101000000
-1,114,36.587216,-121.844978,Mission08,0.5,0,7/11/2016 1:54:00,10030100001101000000
-1,114,37.44367288,-121.0059648,Mission04,10000,45,7/11/2016 1:54:00,10030100001101000000
-1,115,38.372,-110.704,Target01,1,0,7/11/2016 1:55:00,10062000001205000000
-1,115,39.607433,-116.002667,Target04,1,0,7/11/2016 1:55:00,10062000001213000000
-1,115,33.8231,-116.5065,Target06,1,0,7/11/2016 1:55:00,10062000001213000000
-1,115,39.19226667,-119.7344,Target05,1,0,7/11/2016 1:55:00,10062000001213000000
-1,115,37.8911,-110.370383,Target02,1,0,7/11/2016 1:55:00,10061500001301000000
-1,115,40.3722,-115.703583,Target07,1,0,7/11/2016 1:55:00,10061000001301000000
-1,115,40.0386,-115.2887167,Target08,1,0,7/11/2016 1:55:00,10061000001301000000
-1,115,35.475983,-114.5552,Target09,1,0,7/11/2016 1:55:00,10061000001301000000
-1,115,34.95418333,-114.9049833,Target10,1,0,7/11/2016 1:55:00,10061000001301000000
-1,115,36.016167,-114.737133,Target03,1,0,7/11/2016 1:55:00,10062000001214000000
-1,115,36.587216,-121.844978,Mission02,0.5,0,7/11/2016 1:55:00,10030100001101000000
-1,115,36.587216,-121.844978,Mission03,0.5,0,7/11/2016 1:55:00,10030100001101000000
-1,115,36.587216,-121.844978,Mission10,0.5,0,7/11/2016 1:55:00,10030100001101000000
-1,115,36.587216,-121.844978,Mission07,0.5,0,7/11/2016 1:55:00,10030100001101000000
-1,115,36.587216,-121.844978,Mission06,0.5,0,7/11/2016 1:55:00,10030100001101000000
-1,115,36.587216,-121.844978,Mission08,0.5,0,7/11/2016 1:55:00,10030100001101000000
-1,115,36.587216,-121.844978,Mission05,0.5,0,7/11/2016 1:55:00,10030100001101000000
-1,115,36.587216,-121.844978,Mission01,0.5,0,7/11/2016 1:55:00,10030100001101000000
